Term,Subject,Catalog,Section,Component,Descr,Instructor,Mtg1 Start,Mtg1 End,Mtg1 Days,Mtg2 Start,Mtg2 End,Mtg2 Days,Prereqs,Division,WI,QFR,EDI
1153,CHEM,156,5,LAB,Organic Chemistry: Intro Level,,01:00 PM,05:00 PM,R,,,,CHEM 151 or 153 or 155 or placement exam or permission of instructor,D3,,QFR,
1153,CHEM,156,6,LAB,Organic Chemistry: Intro Level,,08:00 AM,12:00 PM,T,,,,CHEM 151 or 153 or 155 or placement exam or permission of instructor,D3,,QFR,
1153,CHEM,156,7,LAB,Organic Chemistry: Intro Level,,07:00 PM,11:00 PM,M,,,,CHEM 151 or 153 or 155 or placement exam or permission of instructor,D3,,QFR,
1153,CHEM,156,8,LAB,Organic Chemistry: Intro Level,,01:00 PM,05:00 PM,M,,,,CHEM 151 or 153 or 155 or placement exam or permission of instructor,D3,,QFR,
1153,CHEM,156,9,LAB,Organic Chemistry: Intro Level,,01:00 PM,05:00 PM,W,,,,CHEM 151 or 153 or 155 or placement exam or permission of instructor,D3,,QFR,
1153,CHEM,256,1,LEC,Advanced Chemical Concepts,Lovett,10:00 AM,10:50 AM,MWF,,,,"CHEM 251/255, or permission of instructor",D3,,,
1153,CHEM,256,2,LAB,Advanced Chemical Concepts,,01:00 PM,05:00 PM,M,,,,"CHEM 251/255, or permission of instructor",D3,,,
1153,CHEM,256,3,LAB,Advanced Chemical Concepts,,01:00 PM,05:00 PM,T,,,,"CHEM 251/255, or permission of instructor",D3,,,
1153,CHEM,256,4,LAB,Advanced Chemical Concepts,,01:00 PM,05:00 PM,W,,,,"CHEM 251/255, or permission of instructor",D3,,,
1153,CHEM,256,5,LAB,Advanced Chemical Concepts,,01:00 PM,05:00 PM,R,,,,"CHEM 251/255, or permission of instructor",D3,,,
1153,CHEM,256,6,LAB,Advanced Chemical Concepts,,08:00 AM,12:00 PM,T,,,,"CHEM 251/255, or permission of instructor",D3,,,
1153,CHEM,256,7,LAB,Advanced Chemical Concepts,,07:00 PM,11:00 PM,M,,,,"CHEM 251/255, or permission of instructor",D3,,,
1153,CHEM,324,1,LEC,Enzyme Kinet&Reaction Mechnsms,Taurog,09:55 AM,11:10 AM,TR,,,,CHEM/BIOL/BIMO 321 or permission of instructor,D3,,,
1153,CHEM,335,1,LEC,Inorganic/Organometallic Chem,Barber,08:30 AM,09:45 AM,TR,,,,CHEM 155 or 256 and 251/255,D3,,,
1153,CHEM,335,2,LAB,Inorganic/Organometallic Chem,Barber,01:00 PM,05:00 PM,R,,,,CHEM 155 or 256 and 251/255,D3,,,
1153,CHEM,335,3,LAB,Inorganic/Organometallic Chem,Barber,01:00 PM,05:00 PM,T,,,,CHEM 155 or 256 and 251/255,D3,,,
1153,CHEM,342,1,LEC,Synthetic Organic Chemistry,Smith,09:55 AM,11:10 AM,TR,,,,CHEM 251/255,D3,WAC,,
1153,CHEM,342,2,LAB,Synthetic Organic Chemistry,Smith,01:00 PM,05:00 PM,M,,,,CHEM 251/255,D3,WAC,,
1153,CHEM,366,1,LEC,Thermodynamics/Stat Mechanics,Peacock-Lopez,11:00 AM,12:15 PM,MWF,,,,"CHEM 155 or 256, and basic knowledge of applied integral and differential calculus",D3,,,
1153,CHEM,366,2,LAB,Thermodynamics/Stat Mechanics,Peacock-Lopez,01:00 PM,05:00 PM,W,,,,"CHEM 155 or 256, and basic knowledge of applied integral and differential calculus",D3,,,
1153,CHEM,367,1,LEC,Biophysical Chemistry,Blair,11:00 AM,11:50 AM,MWF,,,,"CHEM 155 or 256 and 251/255, and MATH 140 or equivalent",D3,,,
1153,CHEM,367,2,LAB,Biophysical Chemistry,Blair,01:00 PM,05:00 PM,T,,,,"CHEM 155 or 256 and 251/255, and MATH 140 or equivalent",D3,,,
1153,CHEM,367,3,LAB,Biophysical Chemistry,Blair,01:00 PM,05:00 PM,R,,,,"CHEM 155 or 256 and 251/255, and MATH 140 or equivalent",D3,,,
1153,CHEM,367,4,LAB,Biophysical Chemistry,Blair,01:00 PM,05:00 PM,M,,,,"CHEM 155 or 256 and 251/255, and MATH 140 or equivalent",D3,,,
1153,CHEM,368,T1,TUT,Comptnl Chem&Molec Spectroscpy,Peacock-Lopez,,,TBA,,,,CHEM 361 or equivalent background in Physics,D3,,,
1153,CHIN,102,1,LEC,Basic Chinese,Chang,09:00 AM,09:50 AM,MWF,09:55 AM,11:10 AM,TR,none,D1,,,EDI
1153,CHIN,102,2,LEC,Basic Chinese,Chang,10:00 AM,10:50 AM,MWF,11:20 AM,12:35 PM,TR,none,D1,,,EDI
1153,CHIN,202,1,LEC,Intermediate Chinese,Yu,11:00 AM,11:50 AM,MWF,08:55 AM,09:45 AM,TR,CHIN 201 or permission of instructor,D1,,,EDI
1153,CHIN,202,2,LEC,Intermediate Chinese,Yu,12:00 PM,12:50 PM,MWF,09:55 AM,10:45 AM,TR,CHIN 201 or permission of instructor,D1,,,EDI
1153,CHIN,227,1,LEC,Chinese Performative Culture,He,02:35 PM,03:50 PM,MR,,,,none,D1,,,
1153,CHIN,302,1,LEC,Upper Intermediate Chinese,Li,01:35 PM,02:25 PM,MF,01:35 PM,02:25 PM,TR,CHIN 301 or permission of instructor,D1,,,EDI
1153,CHIN,302,2,LEC,Upper Intermediate Chinese,Li,02:35 PM,03:25 PM,MF,02:35 PM,03:25 PM,TR,CHIN 301 or permission of instructor,D1,,,EDI
1153,CHIN,402,1,LEC,Advanced Chinese,Li,08:30 AM,09:45 AM,MF,,,,CHIN 401 or permission of instructor,D1,,,EDI
1153,CHIN,402,2,CON,Advanced Chinese,Li,02:10 PM,03:00 PM,W,,,,CHIN 401 or permission of instructor,D1,,,EDI
1153,CHIN,402,3,CON,Advanced Chinese,Li,03:10 PM,04:00 PM,W,,,,CHIN 401 or permission of instructor,D1,,,EDI
1153,CHIN,413,1,SEM,Intermediate Classical Chinese,Nugent,01:10 PM,02:25 PM,TF,,,,CHIN 412 or prior coursework in Classical Chinese,D1,,,
1153,CLAS,208,1,LEC,Ancient Greek Religion,Lovell,02:35 PM,03:50 PM,MR,,,,none,D1,,,
1153,CLAS,223,1,LEC,Roman History,Christensen,09:55 AM,11:10 AM,TR,,,,none; open to all,D1,,,
1153,CLAS,241,T1,TUT,Sex/Gender in Greece and Rome,Wilcox,,,TBA,,,,none,D1,WAC,,EDI
1153,CLAS,283,1,LEC,Great Library of Alexandria,Rubin,01:10 PM,02:25 PM,TF,,,,none,D1,,,
1153,CLAS,499,1,LEC,Senior Colloquium,Dekel,,,TBA,,,,,D6,,,
1153,CLGR,102,1,LEC,Introduction to Greek,Lovell,11:00 AM,12:15 PM,MWF,,,,CLGR 101 or permission of the department,D1,,,
1153,CLGR,412,1,SEM,Herodotus,Christensen,01:10 PM,02:25 PM,MR,,,,CLGR 201 or permission of the instructor,D1,,,
1153,CLLA,102,1,LEC,Introduction to Latin,Rubin,11:00 AM,12:15 PM,MWF,,,,CLLA 101 or permission of the department,D1,,,
1153,CLLA,302,1,SEM,Vergil's Aeneid,Dekel,02:35 PM,03:50 PM,TF,,,,CLLA 201 or permission of the instructor,D1,,,
1153,CLLA,409,1,SEM,Seneca & the Self,Wilcox,02:35 PM,03:50 PM,TF,,,,CLLA 302 or permission of the instructor,D1,,,
1153,COMP,110,1,LEC,Intro to Comparative Lit,Cassiday,02:35 PM,03:50 PM,MR,,,,none,D1,,,
1153,COMP,222,1,SEM,Detective Fiction,Cassiday,01:10 PM,02:25 PM,MR,,,,none,D1,WAC,,
1153,COMP,224,1,SEM,The Cookbook Through History,Goldstein,02:35 PM,03:50 PM,MR,,,,none,D1,,,
1153,COMP,242,1,SEM,Americans Abroad,Fox,11:20 AM,12:35 PM,TR,,,,any literature course at Williams or permission of the instructor,D1,WAC,,EDI
1153,COMP,246,1,SEM,Vampires: Fiction/Film/Fashion,Kone,11:20 AM,12:35 PM,TR,,,,none,D1,WAC,,
1153,CRHI,202,1,LEC,Critical Languages: Hindi,Canova,,,TBA,,,,sophomore or higher standing and application to the Critical Language Department,D1,,,
1153,CRKO,202,1,LEC,Critical Languages: Korean,Canova,,,TBA,,,,sophomore or higher standing and application to the Critical Language Department,D1,,,
1153,CSCI,107,1,LEC,Creating Games,McGuire,08:30 AM,09:45 AM,TR,,,,none; no programming or game experience is assumed,D3,,QFR,
1153,CSCI,107,2,LAB,Creating Games,McGuire,01:00 PM,04:00 PM,R,,,,none; no programming or game experience is assumed,D3,,QFR,
1153,CSCI,134,1,LEC,Intro to Computer Science,Danyluk,09:00 AM,09:50 AM,MWF,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1153,CSCI,134,2,LEC,Intro to Computer Science,Freund,10:00 AM,10:50 AM,MWF,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1153,CSCI,134,3,LAB,Intro to Computer Science,Danyluk,01:00 PM,04:00 PM,M,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1153,CSCI,134,4,LAB,Intro to Computer Science,Danyluk,01:00 PM,04:00 PM,T,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1153,CSCI,134,5,LAB,Intro to Computer Science,Danyluk,07:00 PM,10:00 PM,M,,,,"none, except for the standard prerequisites for a (Q) course; previous programming experience is not required",D3,,QFR,
1153,CSCI,135,1,LEC,Diving into the Deluge of Data,Heeringa,09:00 AM,09:50 AM,MWF,,,,some experience programming in any computer language; not open to students who have successfully completed CSCI 134 or above,D3,,QFR,
1153,CSCI,135,2,LAB,Diving into the Deluge of Data,Heeringa,01:00 PM,02:25 PM,R,,,,some experience programming in any computer language; not open to students who have successfully completed CSCI 134 or above,D3,,QFR,
1153,CSCI,135,3,LAB,Diving into the Deluge of Data,Heeringa,02:35 PM,04:00 PM,R,,,,some experience programming in any computer language; not open to students who have successfully completed CSCI 134 or above,D3,,QFR,
1153,CSCI,136,1,LEC,Data Strctures & Advanced Prog,Yorgey,10:00 AM,10:50 AM,MWF,,,,"CSCI 134 or equivalent; MATH 200 (formerly 251) is recommended, but not required",D3,,QFR,
1153,CSCI,136,2,LAB,Data Strctures & Advanced Prog,Yorgey,12:00 PM,01:55 PM,W,,,,"CSCI 134 or equivalent; MATH 200 (formerly 251) is recommended, but not required",D3,,QFR,
1153,CSCI,136,3,LAB,Data Strctures & Advanced Prog,Yorgey,02:05 PM,04:00 PM,W,,,,"CSCI 134 or equivalent; MATH 200 (formerly 251) is recommended, but not required",D3,,QFR,
1153,CSCI,256,1,LEC,Algorithm Design & Analysis,Lenhart,10:00 AM,10:50 AM,MWF,,,,CSCI 136 and MATH 200,D3,,QFR,
1153,CSCI,334,1,LEC,Principles of Programming Lang,Freund,09:55 AM,11:10 AM,TR,,,,CSCI 136,D3,,QFR,
1153,CSCI,356,T1,TUT,Advanced Algorithms,Lenhart,,,TBA,,,,CSCI 256; CSCI 361 is recommended but not required,D3,,QFR,
1153,CSCI,432,1,LEC,Operating Systems,Bailey,08:30 AM,09:45 AM,TR,,,,CSCI 237 and either CSCI 256 or 334,D3,,QFR,
1153,CSCI,432,2,LAB,Operating Systems,Bailey,01:00 PM,02:25 PM,R,,,,CSCI 237 and either CSCI 256 or 334,D3,,QFR,
1153,CSCI,432,3,LAB,Operating Systems,Bailey,02:35 PM,04:00 PM,R,,,,CSCI 237 and either CSCI 256 or 334,D3,,QFR,
1153,DANC,202,1,STU,African Dance & Percussion,Burton,01:10 PM,03:50 PM,TF,,,,none,D1,,,
1153,DANC,203,1,STU,Beginning/Intermediate Ballet,Parker,01:10 PM,03:50 PM,MR,,,,experience in ballet techniques and permission of instructor,D1,,,
1153,DANC,301,1,SEM,Creative Process in Dance,Burton,,,TBA,,,,a minimum of 1-2 years experience as a dancer or choreographer prior to college or 1-2 years experience in a Williams College dance company or permission of the instructor,D1,,,
1153,ECON,110,1,LEC,Principles of Microeconomics,Leight,08:30 AM,09:45 AM,TR,,,,none,D2,,QFR,
1153,ECON,110,2,LEC,Principles of Microeconomics,Leight,11:20 AM,12:35 PM,TR,,,,none,D2,,QFR,
1153,ECON,110,3,LEC,Principles of Microeconomics,Godlonton,02:35 PM,03:50 PM,MR,,,,none,D2,,QFR,
1153,ECON,120,1,LEC,Principles of Macroeconomics,Olney,11:20 AM,12:35 PM,TR,,,,ECON 110,D2,,QFR,
1153,ECON,120,2,LEC,Principles of Macroeconomics,Ashraf,09:55 AM,11:10 AM,TR,,,,ECON 110,D2,,QFR,
1153,ECON,120,3,LEC,Principles of Macroeconomics,Ashraf,02:35 PM,03:50 PM,TF,,,,ECON 110,D2,,QFR,
1153,ECON,120,4,LEC,Principles of Macroeconomics,LaLumia,01:10 PM,02:25 PM,MR,,,,ECON 110,D2,,QFR,
1153,ECON,213,1,LEC,Intro to Envi & Nat'l Resource,Jacobson,01:10 PM,02:25 PM,MR,,,,ECON 110,D2,,QFR,
1153,ECON,215,1,LEC,"Int'l Trade, Globalization",Rolleigh,01:10 PM,02:25 PM,MR,,,,ECON 110; students who have completed ECON 251 must have permission of the instructor,D2,,,
1153,ECON,222,1,LEC,Economics of Art and Culture,Sheppard,07:00 PM,09:40 PM,M,,,,ECON 110,D2,,,
1153,ECON,228,T1,TUT,Water as a Scarce Resource,Bradburd,,,TBA,,,,ECON 110 or equivalent,D2,WAC,,
1153,ECON,230,1,LEC,Econ of Health & Health Care,Shore-Sheppard,08:30 AM,09:45 AM,TR,,,,ECON 110,D2,WAC,,
1153,ECON,231,1,LEC,Financial Markets,Phelan,09:55 AM,11:10 AM,TR,,,,ECON 110 and ECON 120,D2,,QFR,
1153,ECON,251,1,LEC,Price and Allocation Theory,Jacobson,08:30 AM,09:45 AM,MWF,,,,ECON 110 and MATH 130 or its equivalent,D2,,QFR,
1153,ECON,251,2,LEC,Price and Allocation Theory,Sheppard,02:35 PM,03:50 PM,MR,,,,ECON 110 and MATH 130 or its equivalent,D2,,QFR,
1153,ECON,252,1,LEC,Macroeconomics,Kuttner,08:30 AM,09:45 AM,TR,,,,ECON 110 and 120 and MATH 130 or its equivalent,D2,,QFR,
1153,ECON,252,2,LEC,Macroeconomics,Phelan,02:35 PM,03:50 PM,MR,,,,ECON 110 and 120 and MATH 130 or its equivalent,D2,,QFR,
1153,ECON,252,3,LEC,Macroeconomics,Love,11:20 AM,12:35 PM,TR,,,,ECON 110 and 120 and MATH 130 or its equivalent,D2,,QFR,
1153,ECON,255,1,LEC,Econometrics,Zimmerman,08:30 AM,09:45 AM,TR,,,,"MATH 130 and STAT 101, or STAT 201 or equivalent, plus one course in ECON",D2,,QFR,
1153,ECON,255,2,LEC,Econometrics,Zimmerman,09:55 AM,11:10 AM,TR,,,,"MATH 130 and STAT 101, or STAT 201 or equivalent, plus one course in ECON",D2,,QFR,
1153,ECON,255,3,LEC,Econometrics,Swamy,11:20 AM,12:35 PM,TR,,,,"MATH 130 and STAT 101, or STAT 201 or equivalent, plus one course in ECON",D2,,QFR,
1153,ECON,362,1,LEC,Global Competitive Strategies,Fortunato,07:00 PM,09:40 PM,M,,,,ECON 251,D2,,,
1153,ECON,374,T1,TUT,Poverty & Public Policy,Shore-Sheppard,,,TBA,,,,POEC 253 or ECON 255 or permission of the instructor,D2,WAC,,
1153,ECON,380,1,LEC,Population Economics,Schmidt,01:10 PM,02:25 PM,MR,,,,ECON 251; POEC 253 or ECON 255 or permission of the instructor,D2,,,
1153,ECON,385,1,LEC,Games and Information,Rai,11:00 AM,12:15 PM,MWF,,,,"ECON 251 and MATH 150, or permission of the instructor",D2,,QFR,
1153,ECON,393,1,LEC,International Macroeconomics,Pedroni,01:10 PM,02:25 PM,TF,,,,ECON 252 (Intermediate Macro),D2,,,
1153,ECON,451,1,SEM,Topics in Macroeconomics,Love,02:35 PM,03:50 PM,MR,,,,"ECON 251, 252, and 255",D2,,,
1153,ECON,455,1,SEM,Research in Economic History,Nafziger,07:00 PM,09:40 PM,M,,,,ECON 251 and ECON 255 or POEC 253,D2,,,
1153,ECON,468,1,SEM,Your Money or Your Life,Watson,02:35 PM,03:50 PM,TF,,,,"ECON 251 and ECON 255 or equivalent, or permission of instructor",D2,,,
1153,ECON,470,1,SEM,The Indian Economy,Swamy,08:30 AM,09:45 AM,TR,,,,"ECON 255, or equivalent, or permission of instructor",D2,,,EDI
1153,ECON,475,1,LEC,Advced Microeconomic Theory,Rolleigh,02:35 PM,03:50 PM,MR,,,,"MATH 150 or equivalent, and ECON 251",D2,,QFR,
1153,ECON,510,1,LEC,Financial Development&Regultn,Caprio,11:00 AM,12:15 PM,MW,,,,"for undergraduates, POEC 253 or ECON 255; undergraduate enrollment limited and requires instructor's permission",D2,,,
1153,ECON,513,1,SEM,Empirical Methds Macreconomics,Pedroni,02:35 PM,03:50 PM,TF,,,,"ECON 252, ECON 255 or equivalent, and ECON 393 (ECON 360 may substitute for 393); not open to students who have taken ECON 471",D2,,QFR,
1153,ECON,514,1,SEM,Tax Policy in Emerging Markets,LaLumia,09:55 AM,11:10 AM,TR,,,,"one public economics course or microeconomics course (ECON 504 or ECON 110), and one empirical methods course (POEC 253 or ECON 255, 502, or 503); students who have previously taken ECON 351 will not be enrolled",D2,,QFR,
1153,ECON,515,1,SEM,Developing Country Macro II,Kuttner,01:10 PM,02:25 PM,MR,,,,ECON 505; undergraduate enrollment limited and requires instructor's permission,D2,,,
1153,ECON,516,1,SEM,International Trade&Developmnt,Olney,08:30 AM,09:45 AM,TR,,,,"ECON 251,  and familiarity with econometrics",D2,,,
1153,ECON,521,1,SEM,Incentives and Development,Rai,01:10 PM,02:25 PM,TF,,,,undergraduate enrollment limited and requires instructor's permission,D2,,,
1153,ECON,523,1,SEM,Prog Eval for Int'l Develop,Godlonton,11:20 AM,12:35 PM,TR,,,,"one public economics course or microeconomics course (ECON 504 or ECON 110), and one empirical methods course (POEC 253 or ECON 255, 502, or 503)",D2,,QFR,
1153,ECON,532,T1,TUT,Inclusive Grwth:Soc Sfty Nets,Samson,,,TBA,,,,,D2,,,
1153,ECON,534,T1,TUT,Long Term Fiscal Challenges,Heller,,,TBA,,,,permission of the instructor for undergraduates,D2,,,
1153,ECON,535,T1,TUT,Intern'l Financial Institution,Hanson,,,TBA,,,,"intended for CDE Fellows; undergraduate enrollment limited, and only with permission of the instructor",D2,,,
1153,ENGL,115,1,SEM,Rumble in the Jungle,Raza Kolb,08:30 AM,09:45 AM,TR,,,,none,D1,WAC,,EDI
1153,ENGL,122,1,SEM,Modernism,Fisher,11:00 AM,12:15 PM,MWF,,,,none,D1,WAC,,
1153,ENGL,124,1,SEM,Poetics of Place,Cowden,08:30 AM,09:45 AM,MWF,,,,none,D1,WAC,,
1153,ENGL,125,1,SEM,Theater and Politics,Johnston,08:30 AM,09:45 AM,TR,,,,none,D1,WAC,,
1153,ENGL,125,2,SEM,Theater and Politics,Johnston,09:55 AM,11:10 AM,TR,,,,none,D1,WAC,,
1153,ENGL,129,1,SEM,20th Century Black Poets,Smith,11:00 AM,12:15 PM,MWF,,,,none,D1,WAC,,
1153,ENGL,150,1,SEM,Expository Writing,Cleghorn,08:30 AM,09:45 AM,MWF,,,,none,D1,WAC,,
1153,ENGL,201,1,SEM,"Shakespeare, Sex, and Power",Bell,09:55 AM,11:10 AM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,204,1,SEM,The Feature Film,Rhie,02:35 PM,03:50 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam; not open to students who have taken English 203",D1,,,
1153,ENGL,207,1,SEM,Dream/Vision,Taylor,11:20 AM,12:35 PM,TR,,,,"a 100 level English course, or a score of 5 on the Advanced Placement examination in English Literature or a 6 or 7 on the International Baccalaureate",D1,WAC,,
1153,ENGL,212,1,SEM,"Imagining the World, 1096-1650",Taylor,01:10 PM,02:25 PM,MR,,,,"a 100 level English course, or a score of 5 on the Advanced Placement examination in English Literature or a 6 or 7 on the International Baccalaureate",D1,WAC,,EDI
1153,ENGL,213,1,STU,"Radio, Radio",Rosenheim,01:10 PM,03:50 PM,W,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam, or permission of the instructor",D1,,,
1153,ENGL,216,1,LEC,Introduction to the Novel,Thorne,10:00 AM,10:50 AM,MWF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,219,1,SEM,Intro to Asian American Lit,Schleitwiler,02:35 PM,03:50 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,221,1,SEM,Reading the Signs,Barnes,08:30 AM,09:45 AM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1153,ENGL,222,1,SEM,Lyric Poetry,Fix,10:00 AM,10:50 AM,MWF,,,,"a 100-level English course, or  a score of 5 on the Advanced Placement examination in English Literature or a 6 or 7 on the International Baccalaureate",D1,WAC,,
1153,ENGL,226,1,SEM,The Irish Literary Revival,Pethica,09:55 AM,11:10 AM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1153,ENGL,228,1,SEM,Graphic Storytelling,Murphy,01:10 PM,02:25 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1153,ENGL,230,1,SEM,Intro to Literary Theory,Pye,11:00 AM,12:15 PM,MW,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1153,ENGL,236,1,SEM,Utopia in Fiction,Park,02:35 PM,03:50 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1153,ENGL,244,T1,TUT,Soliloquies & Monologues,Bell,,,TBA,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1153,ENGL,248,1,SEM,Adapting Lit. to the Screen,Howard,08:30 AM,09:45 AM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,258,1,SEM,Poetry and the City,Sokolsky,02:35 PM,03:50 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1153,ENGL,265,1,SEM,Topics in American Literature,Um,01:10 PM,02:25 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,
1153,ENGL,272,1,SEM,American Postmodern Fiction,Limon,02:35 PM,03:50 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,281,1,SEM,Introductry Workshop in Poetry,Raab,02:35 PM,03:50 PM,TF,,,,none,D1,,,
1153,ENGL,283,1,SEM,Introductory Fiction Workshop,Shepard,01:10 PM,02:25 PM,MR,,,,permission of instructor,D1,,,
1153,ENGL,306,1,SEM,Comic Mode in American Film,Beach,11:20 AM,12:35 PM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English",D1,,,
1153,ENGL,309,1,SEM,Lit Theory &Ordinary Language,Rhie,01:10 PM,02:25 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,312,1,SEM,Space Time,Rosenheim,08:30 AM,09:45 AM,MWF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,316,1,SEM,"Blackness, Theatricality",Smith,02:35 PM,03:50 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,319,1,SEM,Sensational Poetry,Bell,01:10 PM,02:25 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,321,1,SEM,Samuel Johnson & Lit Tradition,Fix,02:35 PM,03:50 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,333,1,SEM,19th Century British Novel,McWeeny,01:10 PM,02:25 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam, or permission of the instructor",D1,,,
1153,ENGL,344,1,SEM,Aestheticism & Decadence,McWeeny,01:10 PM,03:50 PM,W,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,345,1,SEM,Shakespearean Comedy,Bell,01:10 PM,02:25 PM,TF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,348,T1,TUT,Postcolonial Theory/World Lit,Raza Kolb,,,TBA,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,WAC,,EDI
1153,ENGL,353,1,SEM,The Transmission of Culture,Johnston,01:10 PM,03:50 PM,W,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,357,1,SEM,Literature of World War I,Tifft,01:10 PM,03:50 PM,W,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam.",D1,,,
1153,ENGL,360,1,SEM,James Joyce's Ulysses,Tifft,02:35 PM,03:50 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,362,1,SEM,Difference and Desire,Lee,11:20 AM,12:35 PM,TR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,EDI
1153,ENGL,369,1,SEM,American Poetry,Fisher,01:10 PM,02:25 PM,MR,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam",D1,,,
1153,ENGL,381,1,SEM,Who's Afraid of Failure?,Schleitwiler,11:00 AM,12:15 PM,MWF,,,,"a 100-level ENGL course, or a score of 5 on the AP English Literature exam, or a score of 6 or 7 on the Higher Level IB English exam, or permission of instructor",D1,,,EDI
1153,ENGL,382,1,SEM,Advanced Workshop in Poetry,Raab,11:20 AM,12:35 PM,TR,,,,English 281 and permission of instructor,D1,,,
1153,ENGL,383,1,SEM,Representing History,Sokolsky,01:10 PM,03:50 PM,W,,,,"a 100-level English course, or a score of 5 on the Advanced Placement examination in English Literature or a 6 or 7 on the International Baccalaureate",D1,,,
1153,ENGL,384,1,SEM,Advanced Fiction Workshop,Shepard,02:35 PM,03:50 PM,MR,,,,"English 283 or 385,  or permission of instructor",D1,,,
